LOOKUP_TYPE,LOOKUP_KEY,LOOKUP_VALUE
ACD_ABDDELAY_PERIOD,ABDDELAY18,CALLS_ABANDONED_PERIOD_2
ACD_ABDDELAY_PERIOD,ABDDELAY180,CALLS_ABANDONED_PERIOD_6
ACD_ABDDELAY_PERIOD,ABDDELAY190,CALLS_ABANDONED_PERIOD_7
ACD_ABDDELAY_PERIOD,ABDDELAY2,CALLS_ABANDONED_PERIOD_1
ACD_ABDDELAY_PERIOD,ABDDELAY20,CALLS_ABANDONED_PERIOD_2
ACD_ABDDELAY_PERIOD,ABDDELAY200,CALLS_ABANDONED_PERIOD_7
ACD_ABDDELAY_PERIOD,ABDDELAY210,CALLS_ABANDONED_PERIOD_7
ACD_ABDDELAY_PERIOD,ABDDELAY22,CALLS_ABANDONED_PERIOD_2
ACD_ABDDELAY_PERIOD,ABDDELAY220,CALLS_ABANDONED_PERIOD_7
ACD_ABDDELAY_PERIOD,ABDDELAY230,CALLS_ABANDONED_PERIOD_7
ACD_ABDDELAY_PERIOD,ABDDELAY24,CALLS_ABANDONED_PERIOD_2
ACD_ABDDELAY_PERIOD,ABDDELAY240,CALLS_ABANDONED_PERIOD_7
ACD_ABDDELAY_PERIOD,ABDDELAY250,CALLS_ABANDONED_PERIOD_8
ACD_ABDDELAY_PERIOD,ABDDELAY26,CALLS_ABANDONED_PERIOD_2
ACD_ABDDELAY_PERIOD,ABDDELAY260,CALLS_ABANDONED_PERIOD_8
ACD_ABDDELAY_PERIOD,ABDDELAY270,CALLS_ABANDONED_PERIOD_8
ACD_ABDDELAY_PERIOD,ABDDELAY28,CALLS_ABANDONED_PERIOD_2
ACD_ABDDELAY_PERIOD,ABDDELAY280,CALLS_ABANDONED_PERIOD_8
ACD_ABDDELAY_PERIOD,ABDDELAY290,CALLS_ABANDONED_PERIOD_8
ACD_ABDDELAY_PERIOD,ABDDELAY30,CALLS_ABANDONED_PERIOD_2
ACD_ABDDELAY_PERIOD,ABDDELAY300,CALLS_ABANDONED_PERIOD_8
ACD_ABDDELAY_PERIOD,ABDDELAY32,CALLS_ABANDONED_PERIOD_3
ACD_ABDDELAY_PERIOD,ABDDELAY34,CALLS_ABANDONED_PERIOD_3
ACD_ABDDELAY_PERIOD,ABDDELAY36,CALLS_ABANDONED_PERIOD_3
ACD_ABDDELAY_PERIOD,ABDDELAY360,CALLS_ABANDONED_PERIOD_9
ACD_ABDDELAY_PERIOD,ABDDELAY38,CALLS_ABANDONED_PERIOD_3
ACD_ABDDELAY_PERIOD,ABDDELAY4,CALLS_ABANDONED_PERIOD_1
ACD_ABDDELAY_PERIOD,ABDDELAY40,CALLS_ABANDONED_PERIOD_3
ACD_ABDDELAY_PERIOD,ABDDELAY42,CALLS_ABANDONED_PERIOD_3
ACD_ABDDELAY_PERIOD,ABDDELAY420,CALLS_ABANDONED_PERIOD_9
ACD_ABDDELAY_PERIOD,ABDDELAY44,CALLS_ABANDONED_PERIOD_3
ACD_ABDDELAY_PERIOD,ABDDELAY46,CALLS_ABANDONED_PERIOD_3
ACD_ABDDELAY_PERIOD,ABDDELAY48,CALLS_ABANDONED_PERIOD_3
ACD_ABDDELAY_PERIOD,ABDDELAY480,CALLS_ABANDONED_PERIOD_9
ACD_ABDDELAY_PERIOD,ABDDELAY50,CALLS_ABANDONED_PERIOD_3
ACD_ABDDELAY_PERIOD,ABDDELAY52,CALLS_ABANDONED_PERIOD_3
ACD_ABDDELAY_PERIOD,ABDDELAY54,CALLS_ABANDONED_PERIOD_3
ACD_ABDDELAY_PERIOD,ABDDELAY540,CALLS_ABANDONED_PERIOD_9
