Date,Agent ID,Supervisor ID,Calls Answered,Short Calls Answered,Avg Handle Time,Total Return to Queue,Calls RTQ Due to Timeout,Total Scheduled Productive Time,Actual Productive Time,Talk Time,Wrap Up Time,Logged in Time,Not Ready Time,Break Time,Lunch Time,Calls Offered
2018-05-22,138084,44995,8,0,00:39:49,0,0,07:49:00,07:42:14,05:18:34,00:00:00,08:54:55,01:12:41,00:30:04,00:30:27,8
2018-05-22,138090,101610,15,0,00:12:29,0,0,07:30:00,07:30:22,03:07:18,00:00:00,08:30:15,00:59:53,00:29:18,00:29:00,15
2018-05-22,138128,125093,16,0,00:12:01,0,0,09:30:00,08:24:17,03:12:16,00:00:00,09:44:08,01:19:51,00:40:41,00:33:11,16
2018-05-22,138131,93754,22,1,00:10:03,1,0,05:15:00,05:21:21,03:41:18,00:00:00,08:31:47,03:10:26,00:44:14,00:29:59,23
2018-05-22,138135,60016,18,0,00:12:40,0,0,07:28:00,07:39:58,03:48:06,00:00:00,08:41:26,01:01:28,00:31:21,00:28:08,18
2018-05-22,138213,121634,12,1,00:06:40,1,0,07:20:00,06:24:10,01:20:06,00:00:00,07:59:12,01:35:02,00:43:33,00:39:11,13
2018-05-22,138238,122231,15,0,00:07:33,0,0,07:30:00,06:45:22,01:53:18,00:00:00,07:53:29,01:08:07,00:27:41,00:36:47,15
2018-05-22,138241,122322,10,0,00:11:01,0,0,06:10:00,05:14:14,01:50:14,00:00:00,07:45:26,02:31:12,00:38:41,00:28:31,10
2018-05-22,138315,122226,13,0,00:08:47,0,0,06:46:00,06:15:53,01:54:21,00:00:00,08:05:02,01:49:09,00:35:18,00:27:29,13
2018-05-22,138318,121194,14,0,00:09:03,0,0,06:39:00,06:32:20,02:06:51,00:00:00,07:56:29,01:24:09,00:31:33,00:31:00,15
2018-05-22,138319,122653,9,0,00:09:31,0,0,03:54:00,03:39:38,01:25:47,00:00:00,05:33:53,01:54:15,00:17:35,00:29:23,9
2018-05-22,138320,122343,7,0,00:17:33,0,0,04:03:00,03:47:21,02:02:52,00:00:00,04:43:00,00:55:39,00:37:17,00:00:00,7
2018-05-22,138322,124814,27,0,00:08:34,0,0,08:30:00,07:53:45,03:51:27,00:00:00,09:04:07,01:10:22,00:45:01,00:23:21,27
2018-05-22,138323,139183,13,1,00:10:58,0,0,07:30:00,06:27:32,02:22:42,00:00:00,07:54:14,01:26:42,00:37:49,00:30:08,13
2018-05-22,138324,122230,11,0,00:13:52,0,0,07:12:00,06:26:06,02:32:41,00:00:00,07:48:02,01:21:56,00:38:39,00:18:16,11
2018-05-22,138339,122322,11,0,00:14:04,0,0,06:54:00,06:08:53,02:34:45,00:00:00,07:33:36,01:24:43,00:37:23,00:26:52,11
2018-05-22,138353,121467,9,0,00:15:34,0,0,05:16:00,04:43:23,02:20:12,00:00:00,08:02:25,03:19:02,00:33:08,00:30:28,9
2018-05-22,138355,121632,15,0,00:06:46,0,1,07:30:00,06:35:01,01:41:44,00:00:00,07:55:18,01:20:17,01:14:15,00:00:00,18
2018-05-22,138362,139167,7,0,00:47:04,0,0,07:30:00,07:07:05,05:29:34,00:00:00,08:11:49,01:04:44,00:29:40,00:29:41,7
2018-05-22,138382,127186,9,0,00:20:00,0,0,06:10:00,05:21:49,03:00:02,00:00:00,07:49:57,02:28:08,00:34:41,00:31:36,9
2018-05-22,138387,121467,12,0,00:16:19,0,0,07:30:00,06:56:27,03:15:49,00:00:00,07:52:56,00:56:29,00:18:12,00:29:58,13
2018-05-22,138394,121565,11,0,00:16:46,0,0,07:30:00,06:11:13,03:04:31,00:00:00,07:52:53,01:41:40,00:30:00,00:31:59,11
2018-05-22,138397,127426,12,0,00:09:38,0,0,08:30:00,06:50:27,01:55:39,00:00:00,08:12:30,01:22:03,00:24:44,00:30:05,12
2018-05-22,138426,121634,13,1,00:05:37,0,0,07:30:00,06:26:43,01:13:04,00:00:00,07:59:41,01:32:58,00:46:24,00:39:47,13
2018-05-22,138428,121116,8,1,00:05:30,0,0,05:59:00,05:14:53,00:44:01,00:00:00,07:47:52,02:32:59,00:31:02,00:28:28,8
2018-05-22,138431,139167,13,0,00:09:54,0,0,07:22:00,06:25:41,02:08:48,00:00:00,08:09:23,01:43:42,00:55:34,00:33:20,13
2018-05-22,138432,124086,15,1,00:06:37,0,0,08:30:00,07:45:04,01:39:25,00:00:00,08:43:22,00:58:18,00:24:54,00:33:23,15
2018-05-22,138433,122322,14,0,00:09:53,0,0,05:39:00,06:35:02,02:18:24,00:00:00,07:51:33,01:16:31,00:27:01,00:30:04,14
2018-05-22,138434,121210,12,0,00:08:44,0,0,06:30:00,06:15:35,01:44:59,00:00:00,06:55:53,00:40:18,00:38:42,00:00:00,12
2018-05-22,138456,127186,16,0,00:14:14,0,0,08:30:00,08:23:40,03:47:46,00:00:00,09:31:53,01:08:13,00:37:46,00:29:02,16
2018-05-22,138458,121640,13,1,00:10:27,1,0,07:21:00,06:41:08,02:15:59,00:00:00,08:09:09,01:28:01,00:15:55,00:34:29,14
2018-05-22,138460,122653,11,0,00:16:03,0,0,07:06:00,06:38:41,02:56:35,00:00:00,07:58:34,01:19:53,00:20:13,00:28:32,11
2018-05-22,138468,139167,10,0,00:16:23,0,1,07:24:00,06:39:19,02:43:59,00:00:00,07:53:18,01:13:59,00:31:20,00:29:52,11
2018-05-22,138470,120942,12,0,00:11:46,0,0,07:29:00,06:01:44,02:21:13,00:00:00,07:58:27,01:56:43,00:46:45,00:29:50,12
2018-05-22,138473,124814,17,0,00:16:53,0,0,07:30:00,06:29:46,04:47:03,00:00:00,07:43:07,01:13:21,00:35:19,00:32:14,17
2018-05-22,138476,127186,12,0,00:10:28,0,1,05:57:00,05:17:49,02:05:43,00:00:00,08:08:04,02:50:15,00:41:13,00:30:00,14
2018-05-22,138477,119707,10,0,00:14:38,0,0,05:05:00,05:45:23,02:26:21,00:00:00,07:46:52,02:01:29,00:26:58,00:32:48,10
2018-05-22,138479,122231,15,0,00:09:26,0,0,07:30:00,07:16:14,02:21:30,00:00:00,08:08:19,00:52:05,00:27:36,00:24:01,15
2018-05-22,138480,121569,9,0,00:07:27,0,0,06:01:00,05:49:12,01:07:08,00:00:00,07:59:14,02:10:02,00:04:12,00:38:32,9
2018-05-22,138482,122223,11,0,00:14:01,0,0,07:14:00,06:15:38,02:34:13,00:00:00,07:50:47,01:35:09,00:28:03,00:28:41,11
2018-05-22,138483,121568,14,0,00:09:42,0,0,07:30:00,07:01:09,02:15:50,00:00:00,07:48:29,00:47:20,00:28:30,00:15:12,14
2018-05-22,138484,120690,12,0,00:09:25,0,0,07:15:00,05:43:46,01:53:00,00:00:00,06:58:36,01:14:50,00:49:05,00:19:56,12
2018-05-22,138485,140646,12,0,00:11:44,0,1,07:30:00,06:49:38,02:20:54,00:00:00,07:55:38,01:06:00,00:14:17,00:30:42,15
2018-05-22,138486,123934,12,0,00:11:53,0,0,07:30:00,06:45:32,02:22:42,00:00:00,07:57:42,01:12:10,00:31:24,00:35:23,12
2018-05-22,138570,125802,12,0,00:06:37,0,1,06:14:00,04:59:20,01:19:28,00:00:00,06:55:13,01:55:53,00:39:31,00:30:38,13
2018-05-22,138574,119707,13,0,00:07:26,0,0,05:30:00,06:14:38,01:36:48,00:00:00,07:16:42,01:02:04,00:30:31,00:31:27,13
2018-05-22,138579,120682,14,1,00:07:58,0,1,07:00:00,06:14:19,01:51:45,00:00:00,07:48:30,01:34:11,00:45:24,00:30:31,15
2018-05-22,138583,125802,10,1,00:20:02,0,1,07:01:00,06:10:05,03:20:25,00:00:00,08:33:36,02:23:31,00:27:01,00:29:13,13
2018-05-22,138635,122225,12,0,00:07:58,0,0,05:31:00,04:54:26,01:35:44,00:00:00,07:56:54,03:02:28,00:30:12,00:31:31,12
2018-05-22,138978,48049,57,0,00:16:44,0,0,07:16:00,23:23:03,15:54:42,00:00:00,1d03:05:09,03:42:06,01:59:52,02:01:08,57
2018-05-22,138979,48049,81,0,00:08:59,0,0,06:39:00,22:26:00,12:08:15,00:00:00,1d02:41:57,04:15:57,01:53:04,02:08:36,81
2018-05-22,138980,68970,27,0,00:29:11,0,0,07:30:00,19:49:36,13:08:00,00:00:00,1d00:57:12,05:07:36,01:59:56,01:59:36,27
2018-05-22,138981,61008,57,6,00:07:38,6,0,07:30:00,22:14:21,07:15:24,00:00:00,1d01:15:39,03:01:18,02:00:04,01:59:12,63
2018-05-22,139000,61008,24,3,00:20:57,0,0,05:09:00,17:06:36,08:22:51,00:00:00,1d06:00:30,12:53:54,01:47:32,02:12:12,24
2018-05-22,139001,72821,30,0,00:36:57,0,0,07:07:00,22:09:42,18:28:57,00:00:00,1d01:29:57,03:20:15,01:45:24,01:57:52,30
2018-05-22,139003,31493,36,9,00:10:02,0,0,03:25:00,10:28:42,06:01:45,00:00:00,1d01:41:09,15:12:27,02:04:44,01:47:08,36
2018-05-22,139005,72821,21,3,00:18:19,0,0,04:45:00,13:44:09,06:24:48,00:00:00,16:29:03,02:44:54,01:30:44,02:08:04,21
2018-05-22,139007,70042,21,3,00:09:12,0,0,07:17:00,21:01:36,03:13:24,00:00:00,1d00:52:12,03:50:36,02:11:24,02:02:12,24
2018-05-22,139008,87069,30,3,00:18:08,0,0,07:19:00,22:21:24,09:04:18,00:00:00,1d01:56:09,03:34:45,01:57:40,01:59:00,30
2018-05-22,139012,31493,21,0,00:28:51,0,0,04:00:00,13:07:33,10:05:54,00:00:00,1d02:36:12,13:28:39,01:59:56,01:57:32,21
2018-05-22,139022,110673,57,0,00:09:46,0,0,08:30:00,1d01:15:15,09:17:27,00:00:00,1d04:16:39,03:01:24,02:00:56,02:00:32,57
2018-05-22,139023,86897,15,0,00:17:17,0,0,08:00:00,08:21:42,04:19:17,00:00:00,09:51:49,01:30:07,00:29:57,00:30:00,15
2018-05-22,139028,59826,48,3,00:13:27,0,0,08:00:00,23:34:06,10:45:57,00:00:00,1d04:42:12,05:08:06,02:29:36,02:01:20,48
2018-05-22,139036,86897,15,0,00:12:40,0,0,07:30:00,07:36:10,03:10:04,00:00:00,08:39:45,01:03:35,00:29:43,00:31:48,15
2018-05-22,139039,76377,9,1,00:10:52,0,1,04:50:00,04:48:13,01:37:49,00:00:00,09:29:43,04:41:30,00:26:29,00:30:36,10
2018-05-22,139040,106186,18,0,00:09:22,0,1,08:06:00,08:00:37,02:48:51,00:00:00,09:29:55,01:29:18,00:34:57,00:30:29,19
2018-05-22,139050,59914,11,0,00:09:24,0,0,07:30:00,06:58:47,01:43:29,00:00:00,09:29:05,02:30:18,01:47:47,00:28:58,11
2018-05-22,139055,85328,9,0,00:42:06,0,0,08:24:00,09:02:03,06:18:57,00:00:00,10:12:49,01:10:46,00:30:11,00:29:55,9
2018-05-22,139059,125178,60,0,00:04:04,0,3,06:18:00,19:16:21,04:04:48,00:00:00,1d02:01:54,06:45:33,01:56:04,02:01:52,63
2018-05-22,139062,46368,51,3,00:12:58,0,3,07:30:00,23:44:33,11:01:27,00:00:00,1d02:56:54,03:12:21,02:01:20,02:00:20,54
2018-05-22,139066,82734,54,0,00:12:14,0,3,08:00:00,1d01:02:57,11:00:54,00:00:00,1d05:02:57,04:00:00,03:09:04,01:50:24,57
2018-05-22,139072,44995,13,0,00:12:08,0,0,06:33:00,06:28:20,02:37:46,00:00:00,08:27:01,01:58:41,00:29:50,00:30:16,13
2018-05-22,139074,60950,60,6,00:05:10,0,3,08:30:00,23:26:12,05:10:33,00:00:00,1d04:21:51,04:55:39,04:08:28,01:58:40,63
2018-05-22,139076,114372,11,0,00:23:21,0,0,07:30:00,07:27:09,04:16:52,00:00:00,08:34:33,01:07:24,00:32:59,00:29:52,11
2018-05-22,139077,86897,18,1,00:08:49,0,0,07:30:00,06:46:22,02:38:59,00:00:00,08:39:07,01:52:45,01:15:38,00:36:06,18
2018-05-22,139079,110673,48,0,00:11:10,0,0,08:30:00,1d01:37:27,08:56:39,00:00:00,1d03:19:48,01:42:21,01:40:40,00:20:36,51
2018-05-22,139081,76377,12,1,00:17:41,0,0,08:05:00,07:51:41,03:32:13,00:00:00,09:04:39,01:12:58,00:34:30,00:38:28,13
2018-05-22,139082,102828,48,0,00:07:49,0,3,07:30:00,22:36:18,06:15:18,00:00:00,1d01:30:24,02:54:06,01:31:20,02:00:04,51
2018-05-22,139084,86897,14,0,00:14:03,1,1,08:30:00,08:20:04,03:16:55,00:00:00,09:28:46,01:08:42,00:33:43,00:34:35,16
2018-05-22,139086,133319,48,0,00:08:53,3,0,07:01:00,19:29:09,07:07:09,00:00:00,1d00:41:33,05:12:24,02:02:16,02:34:00,51
2018-05-22,139088,102828,54,15,00:05:21,0,0,08:25:00,23:57:51,04:49:03,00:00:00,1d03:28:51,03:31:00,02:14:08,01:57:56,54
2018-05-22,139091,93198,39,0,00:09:53,0,0,07:20:00,22:37:24,06:25:33,00:00:00,1d01:31:42,02:54:18,01:33:24,01:28:00,39
2018-05-22,139092,106186,12,0,00:11:41,0,0,06:30:00,05:50:33,02:20:19,00:00:00,06:59:47,01:09:14,00:33:18,00:35:45,12
2018-05-22,139093,91939,45,0,00:16:21,0,0,07:04:00,21:49:27,12:16:00,00:00:00,1d02:26:18,04:36:51,02:29:00,01:59:56,48
2018-05-22,139095,125118,33,0,00:25:57,0,0,08:17:00,1d00:57:30,14:16:42,00:00:00,1d04:27:24,03:29:54,01:56:44,01:57:52,33
2018-05-22,139099,85328,18,0,00:05:38,0,0,07:11:00,07:26:46,01:41:25,00:00:00,08:36:43,01:09:57,00:14:02,00:30:55,18
2018-05-22,139100,85892,30,0,00:18:23,0,3,04:15:00,15:10:30,09:11:48,00:00:00,1d03:05:15,11:54:45,01:50:08,01:50:36,33
2018-05-22,139102,93440,14,1,00:07:14,0,0,07:30:00,07:18:52,01:41:16,00:00:00,08:28:41,01:09:49,00:35:27,00:32:36,15
2018-05-22,139104,114041,45,3,00:06:25,0,3,08:20:00,1d00:42:36,04:48:57,00:00:00,1d04:27:57,03:45:21,01:13:32,02:44:20,48
2018-05-22,139111,149176,39,0,00:14:19,0,3,06:12:00,17:43:21,09:18:30,00:00:00,1d01:31:30,07:48:09,00:37:08,01:58:32,42
2018-05-22,139113,70061,13,0,00:21:19,0,0,09:19:00,08:57:39,04:37:17,00:00:00,10:17:50,01:20:11,00:31:52,00:32:30,13
2018-05-22,139115,62840,19,1,00:09:16,0,0,08:07:00,08:08:28,02:56:07,00:00:00,09:31:35,01:23:07,00:30:01,00:29:59,19
2018-05-22,139116,68134,19,0,00:15:57,0,0,08:30:00,08:31:52,05:03:09,00:00:00,09:29:31,00:57:39,00:28:47,00:28:37,19
2018-05-22,139118,82734,30,3,00:24:05,0,3,07:22:00,22:00:27,12:02:42,00:00:00,1d01:02:57,03:02:30,01:13:28,02:03:28,36
2018-05-22,139119,91939,21,0,00:14:29,0,0,07:12:00,10:28:18,05:04:27,00:00:00,14:49:45,04:21:27,02:03:48,02:30:12,21
2018-05-22,139123,85455,36,6,00:04:20,0,0,05:30:00,16:21:57,02:36:09,00:00:00,18:40:15,02:18:18,01:06:04,01:57:24,36
2018-05-22,139126,91939,57,3,00:09:25,0,0,07:30:00,22:40:51,08:57:39,00:00:00,1d01:30:54,02:50:03,01:50:52,01:53:48,57
2018-05-22,139128,81258,54,0,00:10:12,0,3,08:30:00,1d01:46:48,09:11:21,00:00:00,1d04:45:45,02:58:57,01:48:40,02:06:44,57
2018-05-22,139169,59826,42,0,00:08:51,0,0,07:05:00,17:47:03,06:11:57,00:00:00,1d01:30:09,07:43:06,04:29:00,02:01:48,42
2018-05-22,139170,87261,45,0,00:13:16,0,6,07:45:00,22:41:18,09:57:06,00:00:00,1d04:16:48,05:35:30,02:15:00,02:01:52,54
2018-05-22,139174,58837,39,0,00:09:40,3,3,06:54:00,20:47:39,06:17:15,00:00:00,1d01:24:27,04:36:48,02:40:00,00:51:44,45
2018-05-22,139175,87069,21,0,00:17:14,0,0,07:11:00,20:56:48,06:02:06,00:00:00,1d01:05:30,04:08:42,02:00:24,01:59:52,21
2018-05-22,139181,81258,51,6,00:09:18,0,0,07:30:00,22:57:21,07:54:30,00:00:00,1d01:28:48,02:31:27,01:04:08,02:05:24,57
2018-05-22,139235,62840,17,0,00:10:38,0,0,08:30:00,08:16:32,03:01:01,00:00:00,09:29:49,01:13:17,00:43:06,00:29:54,17
2018-05-22,139238,60949,11,0,00:16:28,0,0,06:30:00,06:35:07,03:01:10,00:00:00,08:34:43,01:59:36,00:22:21,00:27:18,11
2018-05-22,139242,93440,8,0,00:35:15,0,1,08:30:00,07:40:39,04:42:07,00:00:00,08:43:25,01:02:46,00:29:09,00:30:48,9
2018-05-22,139244,113799,48,0,00:09:33,0,0,07:30:00,21:54:09,07:39:06,00:00:00,1d01:21:18,03:27:09,01:14:16,02:03:00,48
2018-05-22,139251,72821,69,0,00:09:52,0,0,07:30:00,18:52:54,11:21:54,00:00:00,1d01:30:42,06:37:48,02:20:00,02:10:16,69
2018-05-22,139451,59946,13,1,00:13:27,0,1,07:27:00,07:09:23,02:54:58,00:00:00,09:21:53,02:12:30,00:36:51,00:29:56,14
2018-05-22,139453,111091,54,3,00:08:07,0,0,08:30:00,1d01:51:24,07:19:00,00:00:00,1d04:54:03,03:02:39,02:02:40,01:55:44,54
2018-05-22,139454,76317,16,0,00:09:54,0,1,07:20:00,06:56:15,02:38:34,00:00:00,08:15:58,01:19:43,00:31:53,00:30:13,17
2018-05-22,139455,149176,57,0,00:07:23,0,0,07:00:00,20:07:21,07:01:06,00:00:00,1d01:29:27,05:22:06,02:17:24,01:54:44,57
2018-05-22,139458,103111,11,1,00:28:08,0,0,08:23:00,08:21:59,05:09:36,00:00:00,09:34:59,01:13:00,00:33:37,00:32:24,11
2018-05-22,139462,93440,15,1,00:07:40,0,0,07:13:00,07:26:17,01:55:09,00:00:00,08:40:13,01:13:56,00:28:36,00:28:22,16
2018-05-22,139463,62833,2,0,00:13:09,1,0,01:11:00,01:14:24,00:26:19,00:00:00,05:30:53,04:16:29,00:13:18,00:29:43,3
2018-05-22,139464,125118,63,6,00:06:38,0,0,07:10:00,20:52:54,06:58:48,00:00:00,1d01:42:33,04:49:39,02:21:44,02:19:20,66
2018-05-22,139465,76445,60,0,00:10:29,0,0,08:30:00,1d01:11:30,10:29:24,00:00:00,1d04:29:24,03:17:54,02:23:44,02:00:00,60
2018-05-22,139466,82734,24,0,00:07:11,0,0,03:14:00,10:15:45,02:52:39,00:00:00,11:56:30,01:40:45,01:45:16,00:00:00,24
2018-05-22,139469,85328,17,0,00:07:21,0,0,06:54:00,07:06:02,02:05:06,00:00:00,08:07:56,01:01:54,00:22:24,00:28:18,17
2018-05-22,139484,73788,9,1,00:14:42,0,0,03:23:00,03:47:48,02:12:26,00:00:00,09:32:18,05:44:30,01:15:32,00:30:27,9
2018-05-22,139492,86897,13,0,00:14:43,0,0,07:30:00,07:31:58,03:11:29,00:00:00,08:29:03,00:57:05,00:28:27,00:28:15,13
2018-05-22,139494,147414,17,6,00:04:35,0,3,06:45:00,06:22:08,01:18:11,00:00:00,07:24:56,01:02:48,00:31:58,00:29:31,20
2018-05-22,139496,46368,51,3,00:08:14,0,3,07:15:00,21:21:57,07:00:00,00:00:00,1d01:29:06,04:07:09,02:02:28,01:58:28,54
2018-05-22,139497,149215,84,3,00:08:10,0,3,08:30:00,1d01:15:54,11:26:30,00:00:00,1d04:31:33,03:15:39,02:15:52,01:59:32,87
2018-05-22,139498,69623,16,1,00:06:41,0,0,07:30:00,07:27:54,01:47:11,00:00:00,08:32:10,01:04:16,00:34:21,00:29:43,16
2018-05-22,139500,114372,15,1,00:12:54,0,1,07:59:00,07:48:12,03:13:39,00:00:00,09:33:37,01:45:25,00:41:32,00:28:22,17
2018-05-22,139528,147881,33,0,00:20:36,0,3,07:23:00,21:47:00,11:19:48,00:00:00,1d01:53:27,04:06:27,02:05:48,02:00:04,36
2018-05-22,139532,147881,54,6,00:11:02,0,0,07:45:00,1d00:30:39,09:55:57,00:00:00,1d04:35:36,04:04:57,03:09:12,01:54:12,54
2018-05-22,139537,113799,57,0,00:08:30,0,0,08:15:00,23:52:09,08:04:36,00:00:00,1d04:27:15,04:35:06,03:46:32,02:09:48,60
2018-05-22,139539,46368,48,0,00:08:13,0,3,06:45:00,18:53:09,06:34:33,00:00:00,22:37:57,03:44:48,01:00:04,01:59:52,51
2018-05-22,139542,114372,9,1,00:10:01,0,0,07:30:00,07:39:36,01:30:10,00:00:00,08:40:14,01:00:38,00:23:33,00:33:30,9
2018-05-22,139574,111371,57,12,00:08:20,0,6,08:30:00,1d01:01:51,07:55:42,00:00:00,1d04:21:45,03:19:54,01:58:20,02:07:00,63
2018-05-22,139576,85328,14,0,00:15:08,0,0,07:30:00,07:31:38,03:32:00,00:00:00,08:37:17,01:05:39,00:35:40,00:29:58,14
2018-05-22,139578,44995,14,0,00:11:07,0,0,06:57:00,06:51:42,02:35:44,00:00:00,08:30:38,01:38:56,00:30:06,00:30:09,14
2018-05-22,139610,103111,23,0,00:04:41,0,2,08:30:00,08:27:09,01:47:43,00:00:00,09:34:56,01:07:47,00:36:51,00:29:55,26
2018-05-22,139613,76377,8,0,00:16:52,0,0,04:52:00,04:44:24,02:15:01,00:00:00,09:40:34,04:56:10,00:48:15,00:29:51,8
2018-05-22,139615,125118,57,0,00:07:26,0,3,07:13:00,21:20:36,07:04:06,00:00:00,1d01:53:39,04:33:03,02:15:48,02:18:40,60
2018-05-22,139685,101973,54,9,00:06:24,0,3,07:30:00,21:24:15,05:45:39,00:00:00,1d01:29:45,04:05:30,02:40:16,02:27:44,57
2018-05-22,139690,82734,39,0,00:16:04,0,3,08:00:00,23:07:24,10:27:06,00:00:00,1d04:30:39,05:23:15,02:02:52,02:12:28,42
2018-05-22,139753,110673,36,0,00:16:04,0,0,07:30:00,21:24:00,09:38:24,00:00:00,1d01:39:51,04:15:51,03:05:04,02:06:32,36
2018-05-22,139755,111091,30,0,00:07:39,0,0,07:30:00,21:56:54,03:49:42,00:00:00,1d01:28:15,03:31:21,02:38:00,01:56:16,30
2018-05-22,139760,147414,10,1,00:05:52,0,0,04:45:00,04:49:02,00:58:44,00:00:00,05:34:50,00:45:48,00:15:57,00:29:31,10
2018-05-22,139762,60292,15,0,00:14:55,0,0,05:04:00,05:11:56,03:43:46,00:00:00,09:34:35,04:22:39,00:19:39,01:12:46,15
2018-05-22,139763,62840,12,1,00:08:22,0,0,07:00:00,06:43:42,01:40:29,00:00:00,07:59:59,01:16:17,00:45:23,00:30:44,14
2018-05-22,139764,87261,60,3,00:07:21,0,3,08:30:00,1d00:13:36,07:21:51,00:00:00,1d04:11:54,03:58:18,02:40:40,02:18:20,66
2018-05-22,139767,102828,54,0,00:08:05,0,6,08:25:00,1d00:33:27,07:16:36,00:00:00,1d04:28:18,03:54:51,01:10:04,02:00:52,60
2018-05-22,139821,41490,105,3,00:09:55,0,6,07:30:00,22:10:24,17:22:21,00:00:00,1d01:29:39,03:19:15,02:26:24,01:56:12,111
2018-05-22,139857,121633,11,0,00:11:29,0,0,06:04:00,06:17:32,02:06:21,00:00:00,08:30:45,02:13:13,00:24:07,00:30:18,11
2018-05-22,139873,139183,9,0,00:26:49,0,0,06:56:00,06:25:35,04:01:28,00:00:00,08:59:16,02:33:41,00:29:59,00:30:19,9
2018-05-22,139880,133941,15,0,00:10:55,0,1,08:30:00,07:46:54,02:43:59,00:00:00,08:58:54,01:12:00,00:30:25,00:29:45,18
2018-05-22,139892,231,14,0,00:11:29,0,0,07:30:00,07:22:35,02:40:51,00:00:00,08:27:57,01:05:22,00:30:49,00:30:19,14
2018-05-22,139901,125118,45,3,00:07:51,0,0,07:30:00,20:34:45,05:53:39,00:00:00,1d02:00:24,05:25:39,01:44:12,01:42:00,48
2018-05-22,139903,78803,17,0,00:11:33,0,0,08:30:00,08:28:20,03:16:22,00:00:00,09:28:30,01:00:10,00:29:20,00:29:06,17
2018-05-22,139913,76317,12,0,00:12:25,0,0,05:54:00,05:46:28,02:29:04,00:00:00,08:03:22,02:16:54,00:32:26,00:30:31,12
2018-05-22,139916,60950,48,0,00:13:00,3,0,07:00:00,21:30:00,10:24:42,00:00:00,1d01:27:36,03:57:36,03:19:32,01:55:32,54
2018-05-22,139926,41490,108,0,00:09:48,0,6,07:30:00,22:20:15,17:39:36,00:00:00,1d01:49:45,03:29:30,02:11:44,02:08:32,117
2018-05-22,139968,70013,10,0,00:12:59,1,4,08:30:00,05:04:20,02:09:55,00:00:00,09:27:49,04:23:29,00:19:46,00:30:02,15
2018-05-22,140270,235,12,0,00:19:09,0,0,08:04:00,07:16:16,03:49:58,00:00:00,09:15:53,01:59:37,00:30:28,00:30:10,12
2018-05-22,140274,121953,12,0,00:16:59,0,1,08:30:00,07:39:20,03:23:50,00:00:00,08:47:11,01:07:51,00:31:41,00:30:00,14
2018-05-22,140294,121966,15,0,00:08:21,0,0,07:06:00,06:36:51,02:05:21,00:00:00,08:02:00,01:25:09,00:28:46,00:29:31,15
2018-05-22,140295,139183,10,0,00:26:10,0,0,08:30:00,07:04:23,04:21:48,00:00:00,09:00:27,01:56:04,00:29:55,00:30:00,10
2018-05-22,140314,113427,41,0,00:06:43,0,0,07:19:00,07:20:32,04:35:42,00:00:00,08:32:18,01:11:46,00:29:16,00:30:05,41
2018-05-22,140316,60016,24,1,00:06:43,0,0,08:30:00,08:20:47,02:41:35,00:00:00,09:25:54,01:05:07,00:29:20,00:29:41,25
2018-05-22,140322,124083,11,0,00:09:37,0,0,06:26:00,05:59:09,01:45:55,00:00:00,07:48:19,01:49:10,00:25:15,00:31:44,11
2018-05-22,140327,123973,12,0,00:12:59,0,0,07:16:00,06:52:57,02:35:55,00:00:00,07:49:02,00:56:05,00:10:06,00:30:03,12
2018-05-22,140328,60016,24,1,00:06:07,1,2,07:30:00,07:38:41,02:27:10,00:00:00,08:38:04,00:59:23,00:29:35,00:28:57,27
2018-05-22,140332,121955,12,0,00:10:59,0,0,07:53:00,06:56:48,02:11:54,00:00:00,08:44:02,01:47:14,00:15:29,00:30:38,12
2018-05-22,140333,122226,13,0,00:09:49,0,0,07:15:00,06:40:03,02:07:44,00:00:00,07:50:45,01:10:42,00:29:01,00:32:10,13
2018-05-22,140377,141023,14,1,00:07:11,0,0,06:19:00,05:37:06,01:40:42,00:00:00,07:55:03,02:17:57,00:30:23,00:31:41,14
2018-05-22,140378,94564,15,0,00:07:04,0,0,07:30:00,06:37:46,01:46:09,00:00:00,07:42:54,01:05:08,00:30:00,00:30:06,15
2018-05-22,140382,123973,15,0,00:12:06,1,0,08:30:00,07:56:52,03:01:31,00:00:00,09:02:04,01:05:12,00:32:25,00:30:03,16
2018-05-22,140385,119931,14,0,00:08:17,0,0,07:30:00,06:35:33,01:56:05,00:00:00,07:50:13,01:14:40,00:38:10,00:31:38,14
2018-05-22,140386,141023,13,0,00:14:41,0,0,06:57:00,06:45:39,03:11:03,00:00:00,08:02:47,01:17:08,00:08:43,00:29:59,13
2018-05-22,140389,121115,15,0,00:08:34,0,0,07:30:00,07:07:11,02:08:41,00:00:00,07:43:17,00:36:06,00:01:04,00:29:56,15
2018-05-22,140392,120818,16,2,00:08:05,0,0,07:51:00,06:49:42,02:09:20,00:00:00,08:42:51,01:53:09,00:35:53,00:30:14,16
2018-05-22,140395,121306,13,0,00:10:53,0,0,07:30:00,06:45:13,02:21:38,00:00:00,07:52:56,01:07:43,00:15:23,00:44:55,13
2018-05-22,140400,121634,13,0,00:06:42,1,0,07:30:00,05:35:43,01:27:11,00:00:00,06:50:07,01:14:24,00:43:19,00:30:15,14
2018-05-22,140505,127186,8,0,00:22:48,0,0,05:51:00,05:08:17,03:02:24,00:00:00,08:01:46,02:53:29,00:31:11,00:23:15,8
